ID,Vítima,Clube_Vit,UID_TMK,Tipo,Título,Fato,Desdobramentos,Como Terminou,Onde,Ambiente,Data,Jogo,Campeonato,Programa,Emissora,Cidade,Espaço,Tipo de Agressão
31.2023,Diego Petrin," Diego Lino De Carvalho, atleta do Varginha Esporte Clube",979928,Racismo,"Diego Petrin, Diego Lino De Carvalho, atleta do Varginha Esporte Clube","O lateral-esquerdo Diego Petrin, do Varginha, relatou a Francielly Lima de Castro, quarta árbitra, que foi chamado de “macaco” por um torcedor da URT.","Na súmula, o árbitro Hieger Túlio Cardoso, informou que a partida foi paralisada por dois minutos após ser notificado do caso pela quarta árbitra. Ainda segundo registro, a polícia militar foi acionada e o torcedor conduzido a delegacia para prestar esclarecimentos. Um boletim de ocorrência foi registrado. No registro, consta que o autor era portador de necessidades especiais, estava acompanhado do seu representante legal e que admitiu ter proferido a ofensa. Em nota, o Varginha lamentou o ocorrido e afirmou que prestaria apoio jurídico e psicológico ao jogador, a URT repudiou o caso nas redes sociais. A URT foi denunciada à Justiça Desportiva por infração ao Art.243-G, §2 do CBJD.","Por unanimidade, a Comissão Disciplinar do TJD-MG condenou a URT ao pagamento de multa de R$ 1.000 e determinou a suspensão do torcedor identificado de ingressar no Estádio Zama Maciel 720 dias. Em comunicado, a URT informou que não iria recorrer da decisão.",Estádio Zama Maciel,Físico,13/05/23,URT X Varginha,Mineiro Módulo II,,,Pato de Minas/MG,,
32.2015,Cassiano,Gwangju F.C. (Coréia do Sul),238367,Racismo,"Cassiano, , Gwangju F.C. (Coréia do Sul)",O atleta Cassiano foi vítima de insultos racistas por um internauta brasileiro em sua conta no Instagram.,,Atleta se manifestou em rede social que levaria o caso adiante. Entretanto não temos informação de registro de ocorrência e/ou punição ao agressor.,,Internet,18/10/15,,,,,,,
32.2017,Bruno Henrique, Santos Futebol Clube,353108,Racismo,Atleta Bruno Henrique - Santos Futebol Clube,"O jogador Bruno Henrique, do Santos, recebeu xingamento racista em rede social, sendo chamado de ‘nego do c...’.","O atleta respondeu ao autor da ofensa informando que iria acionar seus advogados e a polícia. O torcedor esclareceu que não tinha intensão de ofender racialmente o atleta, justificou que usou a palavra “nego” como expressão idiomática local e não como forma de ofensa racial, até pelo fato dele mesmo ser negro. O mesmo apagou a postagem.",Não foram encontrados indícios de que o atleta tenha entrado com ação judicial contra o torcedor.,,Internet,07/03/17,Corinthians x Santos,Paulista,,,,,
32.2018,Paulão," Paulo Marcos de Jesus Ribeiro, atleta do Club de Regatas Vasco da Gama",128855,Racismo,"Paulão, Paulo Marcos de Jesus Ribeiro, atleta do Club de Regatas Vasco da Gama","Torcedores do Vasco da Gama indignados com a atuação do zagueiro, na decisão do Campeonato Carioca contra o Botafogo, ofenderam o atleta de forma racista.",O Vasco através das suas redes sociais condenou as ofensas racistas dirigidas a Paulão.,"Não encontramos informações de ações do atleta Paulão, do clube ou da justiça para punir os responsáveis pelas ofensas.",Internet – Twitter,Internet,01/04/19,,,,,,,
32.2019,Matheus Borges Serpa, atleta Esporte Clube Uruguaiana,,Racismo,"Matheus Borges Serpa, atleta Esporte Clube Uruguaiana","O massagista da equipe de Uruguaiana denunciou ao árbitro que o atleta do clube Matheus foi insultado racialmente com as palavras “negro safado, negrinho”.","O árbitro colocou o fato em súmula. Súmula da partida, “Relato - vos que o massagista da equipe do Uruguaiana, Vinicius dos Santos Silveira após o final do jogo, nos informou que, alguns torcedores estavam proferindo as seguintes palavras de ato racista ao jogador Matheus Borges Serpa camisa 11 da sua equipe. ``Negro safado, negrinho´´. Relato - vos que nem um membro da arbitragem ouviu ou presenciou tal fato.”. O TJD-RS tomou conhecimento do incidente.",Não foram encontradas informações sobre o julgamento do caso e/ou de registro de ocorrência.,Estádio João Marimon Jr,Físico,11/08/19,SER Panambi x Uruguaiana,Gaúcho Juvenil,,,Panambi/RS,,
32.2020,Túlio, atleta do Sport Club do Recife,,Racismo,"Túlio, atleta do Sport Club do Recife","O goleiro Túlio, do Sport, foi alvo de gritos homofóbicos de “bicha” na Copinha, emitidos pela torcida do Audax-SP","O árbitro Thiago Luis Scarascati paralisou o jogo duas vezes, acionou a polícia e relatou as ofensas em súmula Sport e Audax lançaram notas repudiando o ato homofóbico contra o goleiro.  Túlio disse não ter escutado os gritos da torcida durante a partida.",Não foram encontradas informações se o caso foi a julgamento pelo STJD (Superior Tribunal de Justiça Desportiva),Estádio Prefeito José Liberatti –,Físico,10/01/20,Audax x Sport,Copa São Paulo de Juniores,,,Osasco/SP,,
33.2015,Adriano,Figueirense-MG E.C.,,Racismo,"Adriano, , Figueirense-MG E.C.","O atleta informou que um torcedor do Formiga o chamou de ""macaco"" e ""crioulo"". Adriano falou com o árbitro, que parou o jogo, chamou a Polícia Militar e registrou o incidente em súmula.",,"Atleta registrou Boletim de Ocorrência, contudo a Policia Militar não identificou o agressor.",,Físico,18/10/15,Figueirense-MG x Formiga,Campeonato Mineiro,,,,,
33.2017,Rafael Vaz, Clube de Regatas do Flamengo,255805,Racismo,Atleta Rafael Vaz - Clube de Regatas do Flamengo,"Após derrota na Libertadores, Rafael Vaz, do Flamengo, é vítima de racismo na internet. Torcedores entraram nas redes sociais do atleta e despejaram uma série de xingamentos, chamando-o de “macaco”, entre outras ofensas pesadas.","Jogadores do Flamengo fizeram posts de solidariedade ao companheiro em redes sociais, assim como o próprio clube postou mensagem de apoio ao atleta e repudiou a atitude dos torcedores. De acordo com o jogador, sua equipe de apoio estava trabalhando para que os autores dos comentários maldosos, fossem identificados. Vaz afirmou que vai entrar com um processo na justiça para que os responsáveis respondam pela ação.","Sete meses após o ocorrido, o atleta deu uma entrevista e declarou que, apesar do Flamengo ter colocado um advogado à sua disposição, não seguiu adiante na tentativa de identificar os agressores ou na realização de um Boletim de Ocorrência porque queria proteger a família. Disse que se ocorresse novamente faria a denúncia, pois acredita que não se pode silenciar frente ao racismo. O atleta disse que se tornou um símbolo no combate ao racismo.",,Internet,16/03/17,Universidade Católica x Flamengo,Libertadores,,,,,
33.2018,Vinícius Jr, atleta do Clube de Regatas do Flamengo,371998,Racismo,"Vinícius Jr, atleta do Clube de Regatas do Flamengo","Em um post dentro de um grupo no Facebook, um dos usuários usou uma foto em que o jogador aparece chorando, após a vitória de dois a zero contra o time paranaense, e escreveu “Primeira vez que vejo um macaco chorar”.","O Flamengo enviou um ofício ao Ministério Público, no qual solicitava a apuração do crime de injúria racial. O Presidente Eduardo Bandeira de Mello condenou atitude “É uma coisa inadmissível, quem faz uma coisa dessas deve ser uma pessoa desprezível e merece todo o nosso repúdio"".",Sem informações sobre se foi aberto processo e seu andamento.,Internet – Facebook,Internet,10/06/18,,,,,,,
33.2019,Carlos Miguel, atleta do Sport Club Internacional,641458,Racismo,"Carlos Miguel, atleta do Sport Club Internacional",Goleiro do time B do Internacional foi alvo de injúria racial em jogo contra o Novo Hamburgo. Carlos Miguel foi vítima de ofensas em jogo pela Copa FGF.,"O caso foi relatado em súmula. Súmula da partida, “Aos 30 minutos do segundo tempo, o sr. Rodrigo Vargas, árbitro assistente número 2, relatou-me que foram proferidas por torcedores do Novo Hamburgo, que se encontravam à direita das arquibancadas, palavras de cunho racista direcionadas ao jogador Carlos Miguel dos Santos Pereira, goleiro da equipe do Internacional. As palavras identificadas foram as seguintes “Negro! macaco!”. A Brigada Militar foi acionada pela equipe de arbitragem, no entanto não foi possível identificar os responsáveis pelas manifestações racistas.”. Caso foi denunciado pelo procuradoria do TJD-RS. Os dois clubes se manifestaram através de Nota.","Novo Hamburgo foi absolvido das acusações de racismo da torcida contra goleiro do Inter B, com votos de dois dos três auditores do Tribunal de Justiça Desportiva (TJD-RS).",Estádio Morada dos Quero-Queros (CT de Alvorada),Físico,25/08/19,Internacional x Novo Hamburgo,Copa FGF,,,Alvorada/RS,,
33.2022,Edenílson Andrade dos Santos, atleta do Sport Club Internacional,169052,Racismo,"Edenílson Andrade dos Santos, atleta do Sport Club Internacional","Edenílson, volante do Internacional, afirmou que Rafael Ramos, lateral do Corinthians, o chamou de “macaco”.","O fato foi registrado pelo árbitro Bráulio em súmula, embora tenha informado que nem ele e nem a equipe de arbitragem presenciaram o fato. Após Edenílson informar a ofensa, o árbitro paralisou a partida para que os jogadores esclarecessem os fatos. Edenílson confirmou o relato e Rafael Ramos alegou que disse “foda*, caralh*” e que houve um mal-entendido devido ao seu sotaque (português). Após a partida, Edenílson prestou depoimento e registrou queixa à Polícia Civil. Rafael Ramos foi preso em flagrante, em depoimento o atleta negou as acusações e afirmou que teria dito “mano, caralh*”, após prestar depoimento e o Corinthians pagar fiança, o atleta foi liberado. Em nota, os clubes repudiaram o caso. A Polícia Civil abriu inquérito e solicitou perícia de leitura labial para investigar o caso. O STJD (Superior Tribunal de Justiça Desportiva) abriu inquérito para apurar o caso. Em depoimento no STJD, Rafael Ramos afirmou que o termo “macaco” não é utilizado em Portugal para manifestações preconceituosas. Edenílson manteve as acusações em depoimento. Após investigação e o resultado das perícias apontadas como inconclusivas, a Polícia Civil e o STJD concluíram que houve indícios da prática de injúria racial. Rafael Ramos foi indiciado pela Polícia Civil e o caso foi levado a julgamento pelo STJD.","Após negativa de acordo, Rafael Ramos virou réu em processo criminal por injúria racial e foi absolvido por unanimidade pelos auditores do STJD, que consideraram os laudos inconclusivos das perícias analisadas no processo. Em 2 de março de 2023, o STJD reformulou a sua sentença e condenou o jogador português por ofensa – e não ato discriminatório, como foi julgado inicialmente - punindo o atleta com uma partida de suspensão e multa de R$ 20 mil, com base no artigo 243-F do Código Brasileiro de Justiça Desportiva (CBJD). No dia 30 de março, em novo julgamento, o STJD absolveu o lateral da punição aplicada por ofensa, anulando a condenação de suspensão e multa. A decisão foi tomada com base no artigo 243-F do CBJD.",Estádio José Pinheiro Borda (Beira-Rio),Físico,14/05/22,Internacional x Corinthians,Brasileiro Série A,,,Porto Alegre/RS,,
33.2023,Indefinido, Atleta de futebol amador,,Racismo,"Indefinido, Atleta de futebol amador","Durante uma partida do Campeonato Municipal de São Pedro do Sul, uma mulher teria chamado o goleiro de um dos times de “macaco”.","A Brigada Militar foi acionada e após ser identificada por testemunhas, a mulher foi presa em flagrante. A vítima foi conduzida até a delegacia para prestar depoimento. No dia seguinte, após audiência de custódia, a mulher recebeu liberdade provisória. Uma investigação foi aberta pela polícia civil. Em nota, o Departamento de Esportes da prefeitura de São Pedro do Sul afirmou que o ato “foi um caso isolado”.","Não foram encontradas mais informações sobre o caso. Por ser um caso do âmbito criminal, o caso corre em segredo de justiça, sem ter como obter informações do seu desenrolar.",Estádio Municipal Bertholdo Henrique von Muhen,Físico,14/05/23,Sem identificação -,Municipal de São Pedro do Sul - Série A,,,São Pedro do Sul/RS,,
33/2014,Marcelo Vieira da Silva Júnior, atleta do Real Madrid Club de Fútbol,44501,Racismo,"Marcelo Vieira da Silva Júnior, atleta do Real Madrid Club de Fútbol","Segundo informou o jornal Marca e veículos ingleses como a Sky Sports, o jogador brasileiro Marcelo foi chamado de “macaco” enquanto se aquecia numa área mais vazia do estádio, reservada apenas para os torcedores colchoneros, do Atlético de Madrid. Além disso, alguns torcedores gritavam “Marcelo não é o seu pai”, para o filho do atleta, Enzo, de quatro anos, que estava no gramado com o pai.","Segundo Graham Hunter, jornalista especializado em futebol espanhol na Inglaterra, o jogador reagiu fazendo sinais de negação com a cabeça. Posteriormente, quando Enzo o abraçou, ele afirma ter escutado a seguinte frase “Esperamos que o seu pai morra”.",Não foram encontradas informações de que o caso tenha seguido ou alguma punição por parte da La Liga.,Estádio Santiago Bernabeu,Físico,05/02/14,Real Madrid x Atlético de Madrid,Copa do Rei,,,Madrid/Espanha,Estádio,
34.2015,Michel Bastos,São Paulo F.C.,12142,Racismo,"Michel Bastos, , São Paulo F.C.",O atleta Michel Bastos postou uma mensagem em que é chamado “de macaco” por um de seus seguidores no Instagram.,,"Jogador entrou com uma queixa no DECREDI (Delegacia de Crimes Raciais e Delitos de Intolerância) contra a torcedora que foi identificada nas redes sociais, assim como seu endereço residencial, e o inquérito foi aberto para apuração. A torcedora foi denunciada por injúria racial. Processo segue em andamento.",,Internet,01/11/15,,,,,,,
34.2017,Douglas Lima, Madureira Esporte Clube,212559,Racismo,Atleta Douglas Lima - Madureira Esporte Clube,"Torcedores usam termos racistas e preconceituosos para ofender Douglas, atleta do Madureira, no Twitter. Nos dizeres expressões e palavras como “comedor de banana”, “safado” e “criolo” foram usadas para depreciar o atleta.","A assessoria do atleta disse que buscaria identificar o agressor. O próprio Douglas tentou registrar o caso, inicialmente, na Delegacia de Repressão aos Crimes de Informática (DRCI), mas não obteve sucesso, sendo assim registrou o caso na 17ª DP (São Cristóvão), dando início às investigações. A ocorrência foi registrada no artigo 140 do Código Penal, como injúria.",Não foram encontradas informações se após o registro do B.O. a vítima entrou com representação para abertura de processo judicial.,,Internet,25/02/17,Fluminense x Madureira,Taça Guanabara,,,,,
34.2019,Indefinido, Atleta do Catanduva Futebol Clube,,Racismo,"Indefinido, Atleta do Catanduva Futebol Clube","O Catanduva através de Nota relatou que um de seus atletas foi vítima de racismo ao final da partida, “fato presenciado por vários atletas e funcionários do CFC”.",O caso foi divulgado através das redes sociais do clube.,Não foram encontradas informações sobre o julgamento do caso e de registro de ocorrência.,Estádio Municipal Doutor José Lancha Filho,Físico,25/08/19,Francana x Catanduva,Paulista Segunda divisão,,,Franca/SP,,
34.2020,Cássio, atleta do Sport Club Corinthians,50144,LGBTfobia,"Cássio, atleta do Sport Club Corinthians","Torcedores são-paulinos gritaram “bicha” para o goleiro Cássio, do Corinthians, após uma cobrança de tiro de meta","O árbitro Douglas Marques das Flores interrompeu o clássico entre São Paulo e Corinthians por três minutos, no primeiro tempo, após um tiro de meta ser cobrado pelo goleiro Cássio e ocorrer os gritos homofóbicos por parte da torcida tricolor.","O São Paulo foi multado em R$ 30 mil pelos gritos homofóbicos. O clube informou que entraria com recurso pela punição do TJD (Tribunal de Justiça Desportiva). Entretanto, não foram encontradas informações sobre o suposto recurso",Estádio Cícero Pompeu de Toledo (Morumbi),Físico,15/02/20,São Paulo x Corinthians,Paulista,,,São Paulo/SP,,
34.2023,Ramon Tressoldi Netto, atleta do Clube Esportivo Lajeadense,750462,Racismo,"Ramon Tressoldi Netto, atleta do Clube Esportivo Lajeadense","Em nota publicada no Instagram, o atacante do Lajeadense, Ramon Tressoldi relatou que torcedores do Inter-SM se dirigiram a ele imitando gestos de macaco quando ele encostava na bola.","Conforme registrado na súmula da partida pelo árbitro Allan Ricardo Freitas da Rosa Azevedo, o jogador relatou que foi chamado de “negão macaco” pela torcida do Inter-SM ao quarto árbitro, Matheus Souza Costa. O árbitro também afirmou que o jogador foi orientado pelo quarto árbitro a registrar um boletim de ocorrência, mas teria respondido “então deixa”. No dia seguinte, Ramon informou através de sua rede social que registrou um boletim de ocorrência. Em nota, o Inter-SM declarou desconhecer o caso e afirmou que nenhuma denúncia foi recebida pelo clube durante a partida. O clube ainda reiterou seu repúdio a atos racistas.","Por ser um caso do âmbito criminal, o boletim de ocorrência corre em segredo de justiça, sem ter como se obter informações do seu desenrolar. Apesar do registro em súmula, não foram encontradas informações de julgamento pelo TJD-RS.",Estádio Presidente Vargas,Físico,17/05/23,Inter - SM X Lajeadense,Gaúcho - Série A2,,,Santa Maria/RS,,
34/2018,Roberto Firmino," atleta do Liverpool Football Club, acusado de cometer racismo",131789,Racismo,"Roberto Firmino, atleta do Liverpool Football Club, acusado de cometer racismo","O zagueiro Mason Holgate, do Everton Football Club, acusou o brasileiro Roberto Firmino de cometer ato racista. O zagueiro chamou o árbitro e disse “Ele (Firmino) acabou de me chamar de negro do c*”.","O lance foi relatado na súmula pelo árbitro Bobby Madley, que afirmou que não ouviu o insulto. A Federação Inglesa abriu investigação do caso. Firmino negou todas as acusações.","A Federação Inglesa absolveu Firmino da acusação de racismo. Levou-se em consideração nas análises a leitura labial, que indicou que o atacante brasileiro disse, em português “Você tá maluco, seu filho da p*!!”. A entidade ainda completou “Tendo considerado todas as evidências disponíveis, consideramos que não é o sufi ciente para abrir uma acusação contra Firmino. No entanto, estamos completamente satisfeitos porque a alegação foi feita em completa boa-fé por Holgate e não há sugestão de ter sido uma alegação falsa ou maliciosa intencionalmente”, explicou a entidade.",Estádio Anfield,Físico,05/01/18,Liverpool x Everton,Copa da Inglaterra,,,Liverpool/Inglaterra,Estádio,
35.2015,Dante,Wolfsburg (Alemanha),16136,Racismo,"Dante, , Wolfsburg (Alemanha)","O zagueiro Dante, do Wolfsburg, foi alvo de ataques racistas nas redes sociais acusado de ter “entregado” a Copa de 2014 para a Alemanha.",,"Caso não foi adiante, atleta não prestou queixa alegando não querer dar voz a “esse tipo de gente”. Sem registro de ocorrência e sem identificação do agressor.",,Internet,07/11/15,,,,,,,
35.2019,Carlos Eduardo, atleta do Grêmio Esportivo Brasil,520082,Racismo,"Carlos Eduardo, atleta do Grêmio Esportivo Brasil","O goleiro Carlos Eduardo, do Brasil de Pelotas, relatou ter sido vítima de ofensas de cunho racista. Segundo o jogador, os xingamentos partiram de torcedores da equipe paulista nas arquibancadas do estádio Nabi Abi Chedid (Nabizão).","O árbitro da partida relatou o episódio em súmula.Súmula da partida (CBF), “Informo que aos 30 minutos do primeiro tempo, quando se preparava para uma reposição em tiro de meta, o goleiro da equipe g.e. brasil, sr. carlos eduardo soares mota, veio em minha direção e informou que do local onde se encontrava torcedores do c.a. bragantino foram proferidas as  seguintes palavras a ele “negão de merda do caralho”. informo ainda que pela distância do local não foi possível nenhum membro da equipe de arbitragem escutar as palavras citadas pelo goleiro. após este fato foi reforçado a fiscalização no referido setor”. A Primeira Comissão Disciplinar do Superior Tribunal de Justiça Desportiva absolveu o Bragantino, por unanimidade, por praticar ato discriminatório na partida contra o GE Brasil, realizada no dia 31 de agosto, pela Série B do Campeonato Brasileiro.","O Pleno do Superior Tribunal de Justiça Desportiva do Futebol (STJD) reformou a decisão de primeira instância que absolveu o Bragantino de denúncia por injúria racial. Em recurso julgado, dia 7 de novembro, por maioria dos votos, o clube foi multado em R$ 2 mil que foi destinado a campanhas contra o racismo no futebol brasileiro.",Estádio Nabi Abi Chedid,Físico,31/08/19,Bragantino x Brasil-Pel,Brasileiro Série B,,,Bragança Paulista/SP,,
35.2023,Jean Gonçalves Silva, atleta do Clube do Remo,347181,Racismo,"Jean Gonçalves Silva, atleta do Clube do Remo","Conforme uma testemunha, um torcedor do Remo, teria proferido a Jean Silva, atacante do clube “Jean, seu macaco, você não merece estar jogando no Remo”.","O caso foi denunciado à Polícia Militar, tanto o acusado quanto o denunciante foram encaminhados para a delegacia. Nas redes sociais, o Remo repudiou o ato. O caso não foi registrado na súmula. Em nota de repúdio, a Federação Paraense de Futebol (FPF) informou que não foi comunicada sobre o caso durante a partida.","Não foram encontradas informações sobre julgamento pelo Tribunal de Justiça Desportiva do Pará (TJD-PA), nem sobre o registro de boletim de ocorrência pelo atleta.",Estádio Evandro de Almeida,Físico,18/05/23,Remo x Águia de Marabá,Paraense,,,Belém do Pará/PA,,
36.2015,Rogério Ceni,São Paulo F.C.,13811,LGBTfobia,"Rogério Ceni, , São Paulo F.C.","A cada tiro de meta cobrado pelo goleiro são-paulino era possível ouvir o grito de ""bicha"" uníssono da torcida do Palmeiras.",,Caso não foi levado a diante por nenhuma parte.,,Físico,25/03/15,Palmeiras x São Paulo,Campeonato Paulista,,,,,
36.2017,Felipe Melo, Sociedade Esportiva Palmeiras,35537,Racismo,Atleta Felipe Melo - Sociedade Esportiva Palmeiras,"Torcedor uruguaio reclama da redução da pena imposta ao atleta palmeirense Felipe Melo, após a confusão entre Palmeiras e Peñarol. O atleta respondeu ao torcedor e esse replicou com ofensas raciais, o chamando de “macaco” por um torcedor uruguaio.",O caso não teve muito mais repercussão na mídia ou nas redes sociais do que a descrição do ocorrido.,O caso não foi levado adiante pelo atleta.,,Internet,03/07/17,,,,,,,
36.2018,Fernandinho," Fernando Luiz Rosa,  atleta da Seleção Brasileira de Futebol",26267,Racismo,"Fernandinho, Fernando Luiz Rosa,  atleta da Seleção Brasileira de Futebol",Fernandinho é alvo de ofensas racistas na web após eliminação do Brasil na Copa do Mundo da Rússia.,"Internautas fazem onda de apoio a Fernandinho após ofensas racistas. A Confederação Brasileira de Futebol (CBF) emitiu um comunicado repudiando as manifestações racistas contra Fernandinho, após a derrota do Brasil por 2 a 1 para a Bélgica, pelas quartas de final da Copa do Mundo da Rússia.",Sem informações de abertura de processo ou punição aos envolvidos.,Internet – Redes Sociais,Internet,06/07/18,,,,,,,
36.2019,Matheus Henrique, atleta do Grêmio Foot-Ball Porto Alegrense,552549,Racismo,"Matheus Henrique, atleta do Grêmio Foot-Ball Porto Alegrense","Um vídeo foi divulgado nas redes sociais com um possível caso de racismo envolvendo o jogador gremista Matheus Henrique. Uma torcedora teria ofendido o atleta durante o jogo entre Athletico-PR e Grêmio, válido pelas semifinais da Copa do Brasil.","Grêmio se pronunciou sobre o suposto caso de racismo contra Matheus Henrique na Arena da Baixada, dizendo que iriam aguardar o pronunciamento do STJD.","O STJD informou que analisou o material e não procederá denúncia. De acordo com o comunicado, foi verificado que a mulher presente nas imagens fala palavrões e não há comprovação de qualquer ofensa racista neste ou em outros vídeos.",Estádio Joaquim Américo Guimarães (Arena da Baixada),Físico,04/09/19,Athletico-PR x Grêmio,Copa do Brasil,,,Paraná/PR,,
36.2023,Caíque Luiz Santos da Purificação, atleta do Ypiranga Futebol Clube,384159,Racismo,"Caíque Luiz Santos da Purificação, atleta do Ypiranga Futebol Clube","Caíque, goleiro do Ypiranga, acionou a arbitragem durante a partida para denunciar que foi chamado de “uva preta” por um torcedor do Altos.","Conforme relatado pelo árbitro na súmula da partida, a polícia militar foi acionada e retirou o torcedor da arquibancada. O torcedor (F.C.S) foi identificado, autuado por injúria racial e encaminhado à Central de Flagrantes de Teresina, acompanhado de uma testemunha. Caíque e Fábio Gomes de Sousa, quarto árbitro, foram à Central de Flagrantes após o final da partida para prestar depoimento. Em entrevista, Sérgio Soares, técnico do Altos, apoiou o jogador. Nas redes sociais, tanto o Altos quanto o Ypiranga repudiaram o ocorrido. Após audiência de custódia, foi concedida liberdade provisória ao torcedor (F.C.S), com medidas cautelares, como a proibição de frequentar estádios por seis meses. O Altos foi denunciado pela Justiça Desportiva.","Por ser um caso de âmbito criminal, o boletim de ocorrência corre em segredo de justiça, impossibilitando obter informações sobre seu desenrolar. O Altos foi multado em R$ 30 mil pelo STJD e penalizado com a obrigação de proibir o torcedor identificado de frequentar o estádio por 720 dias devido à infração ao Art. 243-G do CBJD.",Estádio Lindolfo Monteiro (Lindolfinho),Físico,20/05/23,Altos x Ypiranga -,Brasileiro - Série C,,,Teresina/PI,,
36/2020,Filipe Vasconcelos Paim, atleta do FC Merani Martvili,656649,Racismo,"Filipe Vasconcelos Paim, atleta do FC Merani Martvili","Vivendo no Leste Europeu desde 2018, o atacante Filipe falou sobre o momento que estava passando na Eslováquia durante a pandemia, em 2020. O atleta contou que quando ia ao mercado, via no olhar das pessoas o medo, percebia que todas se afastavam, crianças saiam correndo e que seguranças o perseguiam dentro do estabelecimento. Um diretor do Merani Martvili pediu que ele não saísse de casa, se precisasse de qualquer coisa, era só pedir que um funcionário do clube o ajudaria. O atleta ainda relatou que em 2019, quando ainda jogava pelo Shevardeni ouviu um torcedor gritar em inglês, na sua direção “Volte para o seu país, macaco”. Ele completou que no calor da partida e pelo fato de ter sido apenas uma pessoa, ficou na dúvida do que aconteceu realmente. Como a frase foi dita em inglês, pensou que poderia não ter ouvido direito, depois quando perguntou para outro jogador que estava próximo, o companheiro confirmou que havia sido um insulto racial.",,,Entrevista,Mídia,06/07/20,,,,,Martvili/Geórgia,Outros Espaços,
37.2017,Feijão, Esporte Clube Bahia,258620,Racismo,Atleta Feijão - Esporte Clube Bahia,"Adepto do candomblé, o atleta foi criticado nas redes sociais após publicar foto que fazia referência ao orixá Ogum. Feijão foi chamado de “macumbeiro” por um usuário.","Um dos seguidores do jogador na rede social comentou “Que diabo de Ogum, por isso que não vai pra frente” e Feijão rebateu “Cada um com sua religião. Não venha falar sua m... aqui na minha página”. Novamente, o mesmo torcedor publicou “Ô seu macumbeiro, não venha pra cá tirar sua onda não que eu não como regue de você, sua carniça. Saia do Bahia”. Finalizando, o jogador voltou a responder “Sou macumbeiro, não tenho vergonha não, pai. Quem é você para me mandar embora do Bahia? Também não tenho medo de você não, pai, vamos se bater em Salvador um dia”.","Apesar dos crimes resultantes de discriminação de raça, cor, etnia, religião ou procedência nacional preveem reclusão de um a três anos e multa, o atleta não quis levar o caso adiante, não registrou B.O. nem entrou com ação judicial.",,Internet,06/07/17,,,,,,,
37.2017,Márcio, Coritiba Foot Ball Club,267717,Racismo,Atleta Márcio - Coritiba Foot Ball Club,"Um torcedor publicou, através do perfil “Coritiba M1L GR4U, xingamentos contra o zagueiro Márcio, do Coritiba, o qual usava expressões como “afrodescendente de merda”.","O jogador registrou Boletim de Ocorrência (B.O.) contra o torcedor/perfil, que apagou a postagem na sequência. O Coritiba fez uma publicação em suas redes sociais em combate ao racismo. Os administradores da página ‘Coritiba M1L GR4U’ chegaram a postar um pedido de desculpas, mas a retiraram do ar. No dia seguinte publicaram nova nota dizendo que estariam à disposição das autoridades.","O Núcleo de Combate aos Cibercrimes (Nuciber), da Polícia Civil, indiciou por injúria racial o torcedor que xingou o zagueiro Márcio, por meio de uma rede social. O rapaz, de 18 anos, foi identificado (mas seu nome não foi divulgado), prestou depoimento e assumiu a autoria da postagem. Ele foi indiciado por injúria racial e a polícia encaminhou à justiça um caderno investigatório com todas as diligências realizadas. A pena que ele pode pegar, de acordo com o parágrafo 3º do artigo 140 do Código Penal, é de um a três anos de reclusão e multa. Não foram encontradas informações do andamento do processo.",,Internet,28/08/17,,,,,,,
37.2018,Lucas Ribeiro, atleta do Esporte Clube Vitória,605893,Racismo,"Lucas Ribeiro, atleta do Esporte Clube Vitória","Perfil ‘Canal do Leão’ é acusado de fazer piada racista com Lucas Ribeiro. “Roubava carteiras na Barra e agora rouba bolas na Série A”, postou página do torcedor no Instagram.",,"Sem informações de registro de B.O., de abertura de processo ou manifestação do clube.",Internet – Instagram,Internet,27/08/18,,,,,,,
37.2019,Ronaldo, atleta do 1º de Maio Esporte Clube,,Racismo,"Ronaldo, atleta do 1º de Maio Esporte Clube","O presidente do Primeiro de Maio, Josué Nascimento, denunciou um suposto ato de racismo por parte da torcida contra o lateral Ronaldo. “Racismo está reinando aqui. Chamaram nosso lateral de ‘macaco’. Pedi para o delegado verificar aqui. O que está acontecendo isso não existe”, falou.",,Não foram encontradas informações sobre o julgamento do caso e/ou de registro de ocorrência.,Estádio Municipal José Vareda,Físico,08/09/19,Centro Limoeirense x 1º de Maio,Pernambucano Série A2,,,Limoeiro/PE,,
