ID,Vítima,Clube_Vit,UID_TMK,Tipo,Título,Fato,Desdobramentos,Como Terminou,Onde,Ambiente,Data,Jogo,Campeonato,Programa,Emissora,Cidade,Espaço,Tipo de Agressão
141.2019,Ariclenes Ferreira (Ari), atleta do Krasnodar/RÚSSIA,38539,Racismo,"Ariclenes Ferreira (Ari), atleta do Krasnodar/RÚSSIA","O atacante Pavel Pogrebnyak, do FK Ural, deu uma declaração racista ao jornal Komsomolskaya Pravda, de Moscou, ao comentar a convocação do brasileiro naturalizado Ari para a seleção russa. “Não vejo o motivo. Nem percebo porque lhe deram o passaporte russo. É estranho ver um negro na seleção da Rússia’, afirmou o jogador.","As declarações repercutiram negativamente. A Federação Russa de Futebol se manifestou sobre o caso. O conselheiro do presidente Vladimir Putin para os direitos humanos, Mikhail Fedotov, reagiu às declarações de Pavel Pogrebnyak dizendo que a declaração “cheirava a racismo”.","Pavel Progrebnyak foi julgado pelo Comitê de Ética da Federação Russa de Futebol e terá de pagar uma multa de 250 mil rublos (cerca de R$15,3 mil) por ofensas raciais ao brasileiro Ari.",Jornal Komsomolskaya Pravda - Rússia,Mídia,17/03/19,,,,,,,
141.2021,Vini Júnior," Vinícius José Paixão de Oliveira Júnior, atleta do Real Madrid Club de Fútbol",371998,Racismo/Xenofobia,"Vini Júnior, Vinícius José Paixão de Oliveira Júnior, atleta do Real Madrid Club de Fútbol","Ao ser substituído, Vini Junior sofreu hostilidade da torcida do Barcelona, no Camp Nou. Um áudio registrou ofensas racistas e xenofóbicas","A entidade organizadora do Campeonato Espanhol, La Liga, denunciou o Barcelona ao Ministério Público por insultos racistas contra Vini Junior. Em nota, La Liga afirmou que “coopera na luta contra qualquer tipo de ato ou comportamento racista ou xenófobo”.",Não foram encontradas mais informações sobre o caso,Estádio Camp Nou,Físico,24/10/21,Barcelona x Real Madrid,La Liga,,,Barcelona/ESPANHA,,
141.2023,Kayky da Silva Chagas, atleta do Esporte Clube Bahia,668265,LGBTfobia,"Kayky da Silva Chagas, atleta do Esporte Clube Bahia","Em coro, a torcida do Barcelona de Ilhéus proferiu a palavra “viado” ao atacante Kayky Chagas do Bahia. O ato foi registrado em súmula.","Conforme o relato do árbitro Emerson Ricardo de Almeida Andrade, a partida chegou a ser paralisada aos vinte minutos do primeiro tempo. Foi solicitado ao capitão do Barcelona, Darlã, que conversasse com a torcida, o que foi feito, e os cantos encerraram. O Barcelona de Ilhéus foi denunciado à Justiça Desportiva por infração ao Art. 243-G, §2º, do CBJD.","Inicialmente, o Barcelona de Ilhéus foi punido pela comissão disciplinar do TJD-BA com uma multa de R$ 10 mil e a obrigação de realizar ações e campanhas socioeducativas junto à sua torcida. O clube recorreu, mas o Tribunal Pleno do TJD-BA manteve a decisão.",Estádio Mário Pessoa,Físico,01/02/23,Barcelona de Ilhéus x Bahia,Baiano,,,Ilhéus,,
142.2019,Dyego Souza, atleta do Braga/PORTUGAL,157036,Racismo,"Dyego Souza, atleta do Braga/PORTUGAL","O jornalista português, Rui Santos, da emissora SIC Notícias foi acusado de racismo e xenofobia ao pedir a federação local para priorizar a formação de “jogadores bacteriologicamente puros em Portugal, por conta do treinador ter convocado o brasileiro Dyego Souza para a seleção portuguesa.","Questionado a respeito, Rui Santos tentou esclarecer o uso da expressão e negou qualquer cunho negativo. A organização “SOS Racismo” apresentou queixa à Comissão para a Igualdade e Contra a Discriminação Racial, bem como à Entidade Reguladora da Comunicação Social, exigindo consequência e firmeza na condenação. Em declaração, Dyego Sousa desconsiderou o caso “Olha, fiquei sabendo dessa história por cima. Nem sei bem o que ele falou. Sinceramente, não me doeu porque só eu sei os sacrifícios que tive que fazer para chegar até aqui. Ele quis aparecer, causar polêmica. Quando falamos de pessoas normais, o apoio [à minha convocação] foi total”.",Não encontramos informações de processo aberto contra o jornalista.,Portugal,Mídia,22/03/19,,,SIC Notícias,,,,
142.2021,Lucas Rangel, atleta do Futbolniy Klub Vorskla,442784,Racismo,"Lucas Rangel, atleta do Futbolniy Klub Vorskla","O brasileiro Lucas Rangel, jogador do Vorskla, denunciou injúrias raciais por parte de um jogador e de torcedores do Dínamo de Kiev durante uma partida do Campeonato Ucraniano. O atleta usou sua conta no Instagram para falar sobre o caso “sofri racismo, insultos vindos da arquibancada e de um jogador deles”.",Não foi encontrada a informação de que o caso tenha sido relatado na súmula.,Não foram encontradas mais informações sobre o caso,Estádio Olímpico de Kiev,Físico,06/11/21,Dínamo de Kiev x Vorskla,Ucraniano,,,Kiev/UCRÂNIA,,
143.2021,Cassiano Dias Moreira, atleta do Futebol Clube de Vizela,238367,Racismo,"Cassiano Dias Moreira, atleta do Futebol Clube de Vizela","Cassiano Dias Moreira, atleta do Futebol Clube de Vizela, sofre comentários racistas durante a partida. O treinador Álvaro Pacheco confirmou que o brasileiro sofreu comentários racistas durante a partida, e revelou que o atleta ficou “emocionalmente desequilibrado”.","O jogador não se pronunciou sobre o fato. O clube de Cassiano, Vizela, pediu para que a organização da competição identificasse o torcedor Marítimo que fez os comentários racistas.",Não foram encontradas informações se o agressor foi identificado e/ou punido. Não foram encontradas mais informações sobre o caso,Estádio dos Barreiros,Físico,28/12/21,Maritimo x Vizela,Liga Portugal,,,Funchal/PORTUGAL,,
144.2021,Willian Borges da Silva, atleta do Arsenal Football Club,52769,Racismo,"Willian Borges da Silva, atleta do Arsenal Football Club","O atacante Willian, do Arsenal, denunciou ataques racistas sofridos por ele nas redes sociais. O brasileiro publicou prints em seu perfil pessoal no Instagram onde é possível ler várias ofensas raciais de diferentes perfis. Em todas as mensagens compartilhadas pelo jogador, Willian é chamado de macaco. Em outra, o racista pede para o brasileiro “voltar para a selva”. O jogador fez um curto desabafo “Algo precisa mudar! A luta contra o racismo continua”.",Em comunicado divulgado pela emissora BBC e o jornal The Guardian o Arsenal condenou as ofensas recebidas pelo seu atacante e reiterou a luta para conter os ataques sofridos pelos atletas na internet.,Não foram encontradas mais informações de identificação dos agressores.,Redes Sociais,Internet,19/02/21,,,,,,,
145.2021,Fred," Frederico Rodrigues Santos, atleta do Manchester United Football Club",191614,Racismo,"Fred, Frederico Rodrigues Santos, atleta do Manchester United Football Club","O jogador brasileiro Fred, do Manchester United, foi alvo de comentários racistas em sua conta no Instagram. Nas mensagens, ele foi chamado de macaco e ironizado com emojis do animal. Os atacantes Marcus Rashford (inglês) e Anthony Martial (francês) também receberam comentários semelhantes.","Após os ataques, Fred desabafou “Temos de lutar contra isso sempre. Somos maiores e melhores do que isso. Basta!”. O Manchester United disse que monitora as mensagens para tomar medidas que considerar cabíveis.","Não foram identificadas informações sobre o resultado do monitoramento do Manchester United, tão pouco se algum agressor foi devidamente identificado.",Redes Sociais – Instagram,Internet,21/03/21,,,,,,,
146.2023,Leonardo Sulzbach, atleta do São Francisco Futebol Clube,468326,LGBTfobia,"Leonardo Sulzbach, atleta do São Francisco Futebol Clube",Gritos de “goleiro viado” foram proferidos por parte da torcida do Bragantino-PA ao goleiro Leonardo Sulzbach do São Francisco.,"O ato foi registrado na súmula da partida pelo árbitro Joelson Nazareno Ferreira Cardoso. Segundo o registro, a partida foi paralisada e, após o pedido do árbitro, os gritos cessaram. O Bragantino-PA foi denunciado pela Justiça Desportiva por infração ao Art. 243-G do CBJD.",O STJD puniu o Bragantino Clube do Pará com uma multa de R$ 5 mil.,Centro de Treinamento do Castanhal,Físico,05/03/23,Bragantino-PA X São Francisco,Paraense,,,Castanhal/PA,,
147.2021,Felipe Ryan Alves Silva, atleta do Futebol Clube de Alverca,556653,Racismo,"Felipe Ryan Alves Silva, atleta do Futebol Clube de Alverca","O jogador de futebol Felipe Ryan acusou a vencedora do reality show “Big Brother” de Portugal, Joana Albuquerque, de racismo. O desabafo foi feito após a portuguesa dizer que teria sido agredida pelo atleta e seus companheiros de equipe na saída de uma boate em Lisboa. Felipe Ryan disse que foi agredido e chamado de “macaco” por Joana Albuquerque.","Joana Albuquerque também acusou outros jogadores de terem danificado o seu carro. Em resposta, Jonata Bastos, Jefferson Nem e Talison, outros três jogadores citados por Joana, negaram ter estado no local no momento em que ela denunciou. O grupo garantiu que entraria com uma ação judicial contra Joana Albuquerque.",Não foram encontradas mais informações sobre o caso.,Casa Noturna,Físico,22/12/21,,,,,,,
149.2021,Everton Cebolinha," Everton Sousa Soares, atleta do Sport Lisboa e Benfica",321239,Xenofobia,"Everton Cebolinha, Everton Sousa Soares, atleta do Sport Lisboa e Benfica","Em seu perfil no Instagram, a esposa do jogador Everton Cebolinha, Isa Ranieri, disse que alguns torcedores do Benfica foram em sua conta para fazer ataques xenofóbicos por conta dos resultados recentes do time em campo.","A sequência de jogos ruins do Benfica motivou a torcida do clube a questionar os jogadores. No caso de Everton Cebolinha, o alvo foi o jogador e a esposa, que sofreram ataques xenófobos em suas redes sociais. A esposa do jogador, Isa Ranieri, disse que a atitude era inadmissível.","Não foram encontradas mais informações sobre a sequência do caso, nem de um pronunciamento oficial da equipe do atleta.",Rede Social – Instagram,Internet,25/02/21,,,,,,,
149.2023,Jonathan Leão Morais Meireles, atleta do Bandeirante Esporte Clube,,LGBTfobia,"Jonathan Leão Morais Meireles, atleta do Bandeirante Esporte Clube","Durante a cobrança de um tiro de meta, parte da torcida do José Bonifacio gritou “bicha” para Jonathan, goleiro do Bandeirante.","O incidente foi registrado na súmula da partida pelo árbitro. O clube José Bonifácio foi denunciado pela Justiça Desportiva por infração ao Artigo 243-G, § 2º do CBJD.",O TJD-SP aplicou ao José Bonifácio Esporte uma multa de R$ 5 mil. Não há informações sobre um possível recurso por parte do clube.,Estádio Municipal Antônio Pereira Braga,Físico,22/04/23,José Bonifácio X Bandeirante EC,Paulista - Sub 20,,,José Bonifácio/SP,,
15.2014,Igor,Operário-MT,,Racismo,Atleta Igor,"Na Série D, goleiro do Operário-MT acusou a torcida do Tombense de racismo e registrou BO (Boletim de Ocorrência).",,"No STJD; Inquérito sob numero 231/STJD, não julgado. Civil; Por falta de provas, Polícia Civil de MG arquiva inquérito. Goleiro Igor é indiciado por denúncia caluniosa.",,,07/09/14,,Campeonato Brasileiro – Série D – Minas Gerais (MG),,,,,
15.2015,Jemerson,C. Atlético-MG,258254,Racismo,"Jemerson, , C. Atlético-MG","Em uma foto postada ao lado do atacante Lucas Pratto, em uma rede social, um usuário fez comentários racistas, ofendendo Jemerson.",,"Caso não foi adiante, atleta não prestou queixa. Sem registro de ocorrência e sem identificação do agressor.",,Internet,20/04/15,,,,,,,
15.2016,Allano,Cruzeiro E.C.,376441,Racismo,Allano - Cruzeiro E.C.,Insultos racistas contra Allano apareceram em redes sociais após o jogo do Cruzeiro contra o Atlético Paranaense.,,"Não há registros de pronunciamento do caso por parte do atleta. O mesmo já havia sofrido discriminação em 2015 o qual se manifestou via rede social. Em ambos os casos, não houve registro de ocorrência.",,Internet,11/07/16,Cruzeiro x Atlético-PR,Internet,,,,,
15.2017,Jefferson Teles, Nacional Futebol Clube,,Racismo,Atleta Jefferson Teles - Nacional Futebol Clube,"O clube Nacional, de Manaus, divulgou uma nota de repúdio contra o racismo, alegando que o seu atleta, o lateral Jefferson Telles foi chamado de “macaco” por um torcedor, fazendo referência à sua cor de pele.","O caso de racismo contra o jogador Jefferson Telles por um torcedor não identificado, foi registrado em súmula pelo árbitro Antonio Carlos Pequeno Frutuoso “Aos 43 minutos da segunda etapa, o jogador número 15, Jefferson Telles Moraes, da equipe do Nacional/AM, se aproximou de mim para dizer (que) um torcedor do Penarol/AM, equipe mandante, havia hostilizado com atos de racismo, usando as seguintes palavras “seu macaco, preto filha da puta”. Após o término da partida, o policiamento foi até a arquibancada e não identificou o torcedor que fizera as ofensas”.","Caso denunciado em súmula, mas não encontramos informações de julgamento pela Justiça Desportiva. Após a emissão da nota de repúdio pelo Nacional-AM, o Penarol-AM ironizou a acusação de racismo e considerou que a “derrota não foi digerida” pelo adversário. O caso não teve sequência, visto que o infrator não foi identificado.",Estádio Floro de Mendonça (AM),Físico,02/05/17,Penarol - AM x Nacional-AM,Amazonense,,,,,
15.2019,Ronald Lopes Leandro, atleta do EC MBS,,Racismo,"Ronald Lopes Leandro, atleta do EC MBS","O árbitro, Rafael Nogueira, relatou na súmula do jogo que Ronald, atleta do MBS, denunciou ter sido chamado de macaco pelo atleta do Inhumas, Guilherme Costa. Súmula da partida “Cumpro informar que após a expulsão do atleta de nº 20 da equipe do Inhumas Sr. Guilherme Fernandes Costa, o atleta de nº 4 da equipe do MBS Sr. Ronald Lopes Leandro se dirigiu a mim muito exaltado dizendo que o referido atleta de nº 20 o havia chamado de “macaco”. Informo que as palavras ditas pelo atleta nº 20 como já citado em relatório não puderam ser ouvidas pela equipe de arbitragem devido a distância que nos encontrávamos do fato. Informo ainda que o atleta de nº 4 da equipe do MBS não quis continuar no jogo e que deixou o campo chorando”. Os atos de racismo praticados pelo atleta do Inhuma, como também por um diretor da equipe, foram denunciados no TJD-GO – processo 152/2019. Consta que foi realizado o registro de Boletim de Ocorrência.",,"O acusado Guilherme Fernandes Costa, do Inhumas Esporte Clube, foi suspenso por três partidas. O Clube foi multado em R$ 400,00 (quatrocentos reais).",Estádio Zico Brandão,Físico,25/05/19,Inhumas x MBS,"Goiano Sub-20, da 2ª divisão",,,Inhumas/GO,,
15.2020,Luiz Eduardo Bertoldo Santiago, atleta do Uberlândia Academy,,Racismo,"Luiz Eduardo Bertoldo Santiago, atleta do Uberlândia Academy","Após o jogo, o garoto Luiz Eduardo deixou o gramado chorando. Perguntado sobre o que havia acontecido, ele disse ter ouvido ofensas do treinador adversário durante a partida.","O relato foi publicado pela equipe do menino, com autorização dos pais, nas redes sociais, juntamente com uma nota de repúdio. Um boletim de ocorrência foi registrado e o garoto prestou depoimento à Polícia Civil. Lázaro Caiana de Oliveira, técnico adversário acusado pelo garoto de mandar o time “marcar o preto”, nega que tenha dito a frase e revelou ter sofrido ameaças após a repercussão do caso. Ele foi suspenso provisoriamente pela organização da competição. O Santos FC fez uma recepção para o menino e ofereceu testes no clube.","Não foram encontradas informações da sequência do caso. Por ser um caso do âmbito criminal, ele corre em segredo de justiça, sem ter como se obter informações do seu desenrolar",Campo local da cidade,Físico,17/12/20,Instituto S E T x Uberlândia Academy,"Caldas Cup, sub-11",,,Caldas Novas/GO,,
